unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0007T27D2:the_mouse_with_parkinson's_disease:r._t._gillfillan,B0007T27D2,Kensington 72414 PilotMouse Bluetooth Mini Mouse (PC/Mac): Electronics,electronics,,1.0,The mouse with Parkinson's disease,"September 19, 2006",R. T. Gillfillan,san francisco ca,"For my PowerBook - my first bluetooth mouse (a macally bt) worked for about nine months and then a bad battery caused major leakage all over my desk. So for the replacement I read the reviews and went with the Kensington bluetooth mini - primarily for the on/off functionality.

I like the size and shape, the on/off switch and the scroll works just keen. However, tracking is a nightmare - especially when CPU usage is high (applications like Photoshop, Acrobat or using a VPN to access my work files). I tried troubleshooting, adjusting the track rate, but nope. The cursor continues to stutter across the screen with this mouse.

I think I'm going to throw in the towel and go back to wired"
B0007T27D2:just_ok:robert_ford,B0007T27D2,Kensington 72414 PilotMouse Bluetooth Mini Mouse (PC/Mac): Electronics,electronics,3 of 3,2.0,Just OK,"May 1, 2006",Robert Ford,"Capitola, CA","One of the reasons I chose this mouse, was because Apple recommended it as one that would offer true smooth scrolling.  It turns out that this mouse has the same click scroll as many others.  It jerks one line at a time ... the clicking is quite loud I might add.  Also, I have to set the tracking speed very low because the cursor jerks all over the screen if I don't.  Sometimes just clicking on System Preferences corrects the problem, but if I had it to do over, I'd buy something else"
B00065ANYW:mine_died_too....:robin_d._cook,B00065ANYW,"SanDisk ULTRA II HIGH PERFORMANCE 4GB (SDCFH-4096-901, Retail Package): Electronics",electronics,7 of 8,1.0,Mine died too....,"July 18, 2006",Robin D. Cook,"Arlington, VA USA","I bought this in April for my new Canon 30D and it worked great until several months ago. When I would go back to scroll through the recently taken pictures on my camera it would start saying ""Data Corrupted"".  It started out slowly then it would lose every third picture.  I tried to reformat the card and got an error message.  Now my camera does not recognize it nor does the camera software on my computer.  It was a wonderful card while it lasted but I too am hesitate to get another one.  Hopefully mine was a lemon too.....but then again"
B00065ANYW:died_after_4_months:k._bauman,B00065ANYW,"SanDisk ULTRA II HIGH PERFORMANCE 4GB (SDCFH-4096-901, Retail Package): Electronics",electronics,7 of 7,1.0,Died after 4 months,"July 11, 2006",K. Bauman,"Michigan, USA","This seemed like a great card at a great price. Unfortunately after 4 months, during the middle of a paid shoot, all of the images instantly dissappeared. I stopped using the card, put it aside until I got home. I tried to use software to recover the images. Only a few could be recovered, the rest were gone. I've not been able to re-format the card in either a canon eos 5d, digital rebel, or using software on my computer. The card is now completely un-usable.

All of my older cards continue to work just fine. Hopefully this is just a lemon, although I need to replace it, and am obviously apprehensive about purchasing another one from Sandisk"
"B0000Y7WBQ:poor_setup,_terrible_support,_good_range:j._macfarlane",B0000Y7WBQ,Netgear WG302 ProSafe 802.11g Wireless Access Point: Electronics,electronics,11 of 11,1.0,"Poor setup, terrible support, good range","February 19, 2005",J. Macfarlane,California,"I purchased 3 of these APs with the expectation to replace 3 Cisco ""b"" APs and drop in. The setup used Radius for authentication which is claimed to be supported in both the online info and docs. After config (the web UI constantly has problems with cookies and forced you to re-login) the system would work. One quark was the IP address field for the radius server wouldn't accept more than one character in the forms. Up and running. However, upon reboot, the WG302 loses it Radius info and then cannot authenticate a client again. SHOWSTOPPER. After logging this with Netgear support - their response is this is an unsupported config and requires premium support. While this would be fine if it was a config issue, it's not ok given they claim support for these features and this was a required feature for purchase. They give no further support now.

I would HIGHLY recommend against the extra cost of this unit given it's buggy and has poor support. Config is difficult (I had to learn how to use the command line config), the upgrades are not well documented (they imply you have to import some obscure file with tftp - you don't but...), however the unit does have good range and works (No RADIUS of course) in a basic config."
B0001V3IB6:disappointing:hester_d'souza,B0001V3IB6,Plantronics TELEPHONE HEADSET SYSTEM ( S11 ): Electronics,electronics,5 of 5,2.0,Disappointing,"January 26, 2006",Hester D'Souza,"Vancouver, BC, Canada","First - a disclaimer: I know very little about telephone headsets, but decided to buy one because I had a series of long telephone meetings coming up.

I walked to my local Staples store, expecting to find a variety of prices and products - and thinking that I'd pay perhaps $30 to $50 at the low end of the market.

At the store, I found that only the computer-based headsets were that cheap - and the only model that worked on a real, old-fashioned land line was the Plantronics S11 on display (it was priced at $130 Canadian).

Since work was paying for it, I didn't mind spending the extra money, but expected that, at that price, the quality and ease of use would be quite high.

When I brough it back to the office and installed it, I found that:

- The regular handset and the headset cannot be plugged in at the same time. That means that every time I want to use the headset, I need to fumble around at the back of the unit to switch wires.

- The volume of both ingoing and outgoing conversation is very low - even when I turn up the volume controls to max. The people I spoke with complained enough that I switched back to my regular handset.

- The microphone, although it's somewhat adjustable, is short and inflexible enough that I can't get it very close enough to my mouth. When I try to move it closer, the earpiece turns and slips off my ear.

- The headset itself - that is, the plastic, adjustable arch and rubber pad opposite the speaker - is very awkward and prone to slipping off my head. It might have been better to design it like a regular two-sided earphone unit - so that it would be more balanced and stay secure.

I don't know whether these comments apply only to the S11 or to most headsets for traditional phones in general.

Overall, however, if I'd been buying the S11 with my own money, I would likely have returned it and just gone back to using the regular phone handset"
B000A6X9H0:frustration_doesn't_cover_it!:marilyn_patten,B000A6X9H0,HP Scanjet 4850 Photo Scanner (L1950A#B1H): Electronics,electronics,4 of 5,1.0,Frustration doesn't cover it!,"September 15, 2006",Marilyn Patten,"Nashua, NH United States",Since I first wrote this review I discovered that the fault was not with the scanner but with my computer.  After formatting my computer I was able to install the scanner and software without any problems.  I am still learning to use it but so far I have decided not to return it.  It works well and I like it very much.  I apologize if my review has negatively effected anyone's choice
B000A6X9H0:multiple_failures:michael_j._dietz,B000A6X9H0,HP Scanjet 4850 Photo Scanner (L1950A#B1H): Electronics,electronics,14 of 15,2.0,Multiple failures,"March 15, 2006",Michael J. Dietz,"Torreon, NM United States","I have approximately 10,000 slides to scan.  I purchased the 4850 and after about 3,000 slides began to get three to four dark blue lines across the image.  After reporting it to HP they sent me a replacement TMA.  The new TMA worked fine for the first 450 slides and then BINGO, I now am getting two dark blue lines again.  I think the machine is not engineered to handle the work load I have."
B00002MZ8M:poor_quality!:russ_baehr,B00002MZ8M,First Act Discovery FG130 Student Acoustic Guitar: Electronics,electronics,2 of 2,1.0,Poor Quality!,"March 14, 2006",Russ Baehr,"Seattle, WA USA",My daughter really didn't use it that much but within about 5 weeks it started to fall apart.  The wood veneer on the base pulled up and splintered from tightening the strings to tune it.  A low price for a guitar but I don't think it's even worth this price.
"B0008JFJRM:bad_static,_poor_reception!!:faithful_shopper_""jzk""",B0008JFJRM,Motorola MD7091 5.8GHz Digital 2-line Phone: Electronics,electronics,,1.0,"Bad Static, Poor Reception!!","November 12, 2006","Faithful Shopper ""JZK""",Ct,"These phones had so much static, you could not hear!!!  We ended up having to return the phones and find something that we could actually use!"
B0008JFJRM:fatal_design_flaw:tideguy,B0008JFJRM,Motorola MD7091 5.8GHz Digital 2-line Phone: Electronics,electronics,4 of 5,1.0,fatal design flaw,"August 9, 2006",tideguy,,"I bought this because it seemed like it would satisfy my need for a 2-line phone with answering capability. Turns out, I cannot keep it, due to one boneheaded design flaw that makes it unusable for me.

The good: it's nice looking, compact, has good sound, and has a selection of cute little ringtones.

The bad: This machine WILL NOT RECORD INCOMING MESSAGES SILENTLY. It broadcasts both the OGM and the ICM being left by the caller through the speaker. There is no way I know of to defeat this. You can turn the volume down from loud to medium loud, but you cannot set the machine to record messages silently, in the background. 

Do you think you might ever not want other people in the room to hear the messages being left on your recorder? Would you ever want to sleep without being disturbed by the sound of incoming messages?

Then this one isn't for you.

Mine is for sale."
